ingredients,brand,name,price,quantity,unit
"AQUA/WATER/EAU, SODIUM LAURETH SULFATE, COCAMIDOPROPYL BETAINE, PARFUM/FRAGRANCE, POLYQUATERNIUM-10, PANTHENOL, SODIUM BENZOATE, CITRIC ACID, SODIUM XYLENESULFONATE, SALICYLIC ACID, TOCOPHERYL ACETATE, DISODIUM EDTA, TRISODIUM ETHYLENEDIAMINE DISUCCINATE, HISTIDINE, METHYLPARABEN, SODIUM HYDROXIDE, GLYOXYLIC ACID, LINALOOL, LIMONENE, GERANIOL, CITRONELLOL, SODIUM CHLORIDE, SODIUM ACETATE, BHT, SODIUM CITRATECette liste d'ingrédients peut faire l'objet de modifications, veuillez consulter l'emballage du produit acheté",wella professionals,ColorMotion+,"5,60",100,ml
"1184336 - Ingrediente: AQUA / WATER , SODIUM LAURETH SULFATE , SODIUM CHLORIDE , COCO-BETAINE , GLYCOL DISTEARATE , COCAMIDE MIPA , DIMETHICONE , SODIUM BENZOATE , HEXYLENE GLYCOL , CI 60730 / ACID VIOLET 43 , SALICYLIC ACID , CARBOMER , BENZYL SALICYLATE , BENZYL ALCOHOL , GUAR HYDROXYPROPYLTRIMONIUM CHLORIDE , HYDROXYPROPYLTRIMONIUM HYDROLYZED WHEAT PROTEIN , LIMONENE , MAGNESIUM ACETATE , HEXYL CINNAMAL , ASPARTIC ACID , GLYCINE , ARGININE , GLUTAMIC ACID , PHENOXYETHANOL , FUMARIC ACID , SODIUM HYDROXIDE , CITRIC ACID , PARFUM / FRAGRANCE (F",l'oreal professionnel,Silver,"7,00",100,ml
"AQUA , SODIUM COCOAMPHOACETATE , LAURYL GLUCOSIDE , COCAMIDOPROPYL PG-DIMONIUM CHLORIDE , GLYCERIN , SODIUM OLIVOYL/COCOYL AMINOACIDS , SODIUM COCOYL GLUTAMATE , SODIUM LAURYL GLUCOSE CARBOXYLATE , DISODIUM LAURETH SULFOSUCCINATE , SODIUM LAURYL SULFOACETATE , COCO-GLUCOSIDE , GLYCERYL OLEATE , PEG-15 COCOPOLYAMINE , PARFUM/FRAGRANCE , MYRISTYL LACTATE , POLYQUATERNIUM-47 , MYRISTAMINE OXIDE , BUTYLENE GLYCOL , HYDROXYPROPYL GUAR HYDROXYPROPYLTRIMONIUM CHLORIDE , STEARAMINE OXIDE , POLYQUATERNIUM-70 , DIPROPYLENE GLYCOL , HYDROLYSED QUINOA , PEG-150 PENTAERYTHRITYL TETRASTEARATE , PPG-2 HYDROXYETHYL COCAMIDE , CRAMBE MARITIMA EXTRACT , ALGAE EXTRACT , GUAR HYDROXYPROPYLTRIMONIUM CHLORIDE , LACTIC ACID , AMARANTHUS CAUDATUS SEED EXTRACT , MATRICARIA CHAMOMILLA EXTRACT , METHYLCHLOROISOTHIAZOLINONE , METHYLISOTHIAZOLINONE NATURAL ORIGIN CERTIFIED ORGANICCette liste d'ingrédients peut faire l'objet de modifications, veuillez consulter l'emballage du produit acheté",leonor greyl,Shampooing Sublime Mèches,"23,00",100,ml
"AQUA, SODIUM LAURYL SULFATE, SODIUM LAURETH SULFATE, COCAMIDOPROPYL BETAINE, SODIUM XYLENESULFONATE,SODIUMCITRATE, PANTHENOL, PARFUM, SODIUM CHLORIDE, SODIUM BENZOATE, CITRIC ACID, HYDROXYPROPYLMETHYLCELLULOSE, SALICYLIC ACID,ALLANTOIN, TETRASODIUM EDTA, SODIUM HYDROXIDE, TRISODIUM ETHYLENEDIAMINE DISUCCINATE,METHYLPARABEN,HEXYL CINNAMAL, PROPYLENE GLYCOL, LINALOOL, ALPHA-ISOMETHYL IONONE, CAMELLIA SINENSIS LEAF EXTRACTCette liste d'ingrédients peut faire l'objet de modifications, veuillez consulter l'emballage du produit acheté",wella professionals,Oil Reflections,"7,40",100,ml
"WATER  , DECYL GLUCOSIDE , SODIUM COCOYL ISETHIONATE, DISODIUM LAURETH SULFOSUCCINATE, GLYCERIN , DISODIUM COCOAMPHODIACETATE, ACRYLATES COPOLYMER, FRAGRANCE , ACANTHUS MOLLIS LEAF EXTRACT , CAPRYLYL GLYCOL, CETEARETH-60 MYRISTYL GLYCOL, CITRIC ACID , COCO-GLUCOSIDE , COCONUT ACID , GLYCERYL OLEATE , GLYCOL STEARATE , HYDROGENATED VEGETABLE GLYCERIDES CITRATE , LAURETH-3, MALEIC ACID, MALTODEXTRIN , OENOTHERA BIENNIS  OIL  , OLETH-10, POLYQUATERNIUM-22, SODIUM BENZOATE, SODIUM CHLORIDE, SODIUM HYDROXIDE , TOCOPHEROL, TOCOPHEROL, TRISODIUM ETHYLENEDIAMINE DISUCCINATE",rene furterer,Sublim Curl,"7,75",100,ml
"WATER , DISODIUM LAURETH SULFOSUCCINATE, DECYL GLUCOSIDE, CETEARETH-60 MYRISTYL GLYCOL, LAURYL BETAINE, LAURETH-3, LINUM USITATISSIMUM  SEED EXTRACT , BLUE 1 , CAPRYLYL GLYCOL, CITRIC ACID, EXT, VIOLET 2 , FRAGRANCE , LIMONENE, MALEIC ACID, PROPYLENE GLYCOL, SODIUM BENZOATE, SODIUM CHLORIDE, TRISODIUM ETHYLENEDIAMINE DISUCCINATE",klorane,Shampoing au Lin BIO,"3,50",100,ml
"WATER , SODIUM LAURETH SULFATE, OLIVE OIL PEG 7 ESTERS, COCO-BETAINE, SODIUM LAUROAMPHOACETATE, PROPYLENE GLYCOL, COCAMIDE MIPA, AMMONIUM LAURYL SULFATE, PEG-40 HYDROGENATED CASTOR OIL, ALCOHOL DENAT",aesop,Shampooing Classique,"8,80",100,ml
"-Morete Oil: Hydrating, conditioning, and detangling agent",rahua,Hydration Shampoo,"13,09",100,ml
"BUTANE, PROPANE, ORYZA SATIVA  STARCH  , ISOBUTANE, ALCOHOL, ZEA MAYS  STARCH  , LINUM USITATISSIMUM  SEED EXTRACT , BAMBUSA ARUNDINACEA JUICE , CELLULOSE , CYCLODEXTRIN , FRAGRANCE , IRON OXIDES  IRON OXIDES  IRON OXIDES  , ISOPROPYL MYRISTATE, MAGNESIUM STEARATE , MICROCRYSTALLINE CELLULOSE , PROPYLENE GLYCOL, WATER ",klorane,Capillaire,"7,33",100,ml
"1123421 A - INGREDIENTS: AQUA / WATER / EAU , SODIUM LAURETH SULFATE , DISODIUM COCOAMPHODIACETATE , GLYCOL DISTEARATE , SODIUM LAURETH-8 SULFATE , HEXYLENE GLYCOL , SODIUM CHLORIDE , CITRIC ACID , SODIUM BENZOATE , SODIUM HYDROXIDE , MAGNESIUM LAURETH-8 SULFATE , MAGNESIUM LAURETH SULFATE , SODIUM OLETH SULFATE , HYDROXYPROPYL GUAR HYDROXYPROPYLTRIMONIUM CHLORIDE , ALCOHOL DENAT",kérastase,Résistance,"9,20",100,ml
"Aqua , Sodium Lauroyl Methyl Isethionate, Glycerin, Cocamidopropyl Betaine, Sodium Cocoyl Isethionate, Sodium Lauroyl Glycinate, Sodium Methyl Cocoyl Taurate, Glycol Distearate, Cocamide MIPA, Acrylates Copolymer, Sodium Methyl Isethionate, Keratin, Hydrolyzed Quinoa, Citrus Paradisi  Fruit Extract, Cyamopsis Tetragonoloba  Gum, Guar Hydroxypropyltrimonium Chloride, Lauric Acid, Caprylyl Glycol, Coconut Acid, Sodium Isethionate, Butylene Glycol, Tocopherol, Trimethylsiloxyamodimethicone, PEG-120 Methyl Glucose Dioleate, Hydroxyethylcellulose, Sodium Laurate, C11-15 Alketh-7, Lactic Acid, Trideceth-12, C12-16 Alketh-9, Sodium Acetate, Isopropanolamine, Ethylhexylglycerin, Cellulose, Parfum , Phenoxyethanol, Sodium Hydroxide, Citric Acid, Sorbic Acid, Disodium EDTA, Sodium Chloride, Potassium Sorbate, Mica, Benzyl Salicylate, Coumarin, Limonene, Hexyl Cinnamal, Linalool, CI 77891 , CI 77491 ",virtue,Shampooing reconstituant,"28,33",100,ml
"INGREDIENTS SHAMPOOING PURIFIANT À LA BOUE THERMALE: AQUA/WATER/EAU, COCAMIDOPROPYL BETAINE, SODIUM LAUROYL SARCOSINATE, COCO-GLUCOSIDE, POLYACRYLATE CROSSPOLYMER-6, FRAGRANCE , SODIUM CHLORIDE, PROPANEDIOL, KAOLIN, SILT, SODIUM BENZOATE, MALTODEXTRIN, SEA WATER EXTRACT, DISODIUM EDTA, GUAR HYDROXYPROPYLTRIMONIUM CHLORIDE, POTASSIUM SORBATE, CITRIC ACID, ZIZIPHUS JOAZEIRO BARK EXTRACT, BENZYL SALICYLATE, TRISODIUM ETHYLENEDIAMINE DISUCCINATE, LINALOOL, LIMONENE, T-BUTYL ALCOHOL, GARDENIA FLORIDA FRUIT EXTRACT, CITRONELLOL, HEXYL CINNAMAL, PHENETHYL ALCOHOL, FURCELLARIA LUMBRICALIS EXTRACT, SODIUM HYDROXIDE",christophe robin,Les Incontournables,"19,41",100,ml
"AQUA , AMMONIUM LAURYL SULFATE , SODIUM LAURYL GLUCOSE CARBOXYLATE , SORBETH-230 TETRAOLEATE , LAURYL GLUCOSIDE , HONEY , QUILLAJA SAPONARIA WOOD EXTRACT , CAPRYLYL/CAPRYL GLUCOSIDE , PARFUM/FRAGRANCE , COCODIMONIUM HYDROXYPROPYL HYDROLYZED WHEAT PROTEIN , LINUM USITATISSIMUM  SEED EXTRACT , HYDROLYZED SWEET ALMOND PROTEIN , SODIUM BENZOATE , GLYCERIN , SODIUM LEVULINATE , SODIUM CITRATE , DECYL GLUCOSIDE , SALVIA HISPANICA SEED EXTRACT , SORBITAN LAURATE , SORBIC ACID , ROSA GALICA FLOWER EXTRACT , JUGLANS REGIA  LEAF EXTRACT , XYLITOL , CAPRYLIC ACID , POTASSIUM SORBATE , ROSA DAMASCENA FLOWER OIL , CITRIC ACID NATURAL ORIGIN CERTIFIED ORGANICCette liste d'ingrédients peut faire l'objet de modifications, veuillez consulter l'emballage du produit acheté",leonor greyl,Shampooing au Miel,"22,40",100,ml
" WATER/AQUA/EAU, LAURAMIDOPROPYL BETAINE*, SODIUM COCOYL ISETHIONATE*, GLYCERIN*, GLYCOL DISTEARATE*, COCAMIDOPROPYL HYDROXYSULTAINE*, DISODIUM LAURETH SULFOSUCCINATE, BUTYROSPERMUM PARKII  BUTTER*, ORYZA SATIVA  EXTRACT*, RICE AMINO ACIDS*, LACTOBACILLUS/TOMATO FRUIT FERMENT EXTRACT*, PERSEA GRATISSIMA  OIL*, ROSA CANINA FRUIT OIL*, ACANTHUS MOLLIS LEAF EXTRACT*, TOCOPHERYL ACETATE, ALOE BARBADENSIS LEAF JUICE*, KERATIN AMINO ACIDS*, COCONUT ACID*, HYDROLYZED QUINOA*, SODIUM HYALURONATE*, ACYL COENZYME A DESATURASE*, CITRUS AURANTIUM DULCIS  PEEL OIL*, CITRUS PARADISI  PEEL OIL*, POLYQUATERNIUM-71, SODIUM LAURYL SULFOACETATE, LEUCONOSTOC/RADISH ROOT FERMENT FILTRATE*, SODIUM LAUROYL SARCOSINATE, SODIUM ISETHIONATE, POLYQUATERNIUM-7, ANHYDROXYLITOL*, XYLITYLGLUCOSIDE*, XYLITOL*, FRAGRANCE , DEHYDROACETIC ACID, BENZYL ALCOHOL* COCONUT, VEGETABLE, OR PLANT DERIVED* DERIVE DE LA NOIX DE COCO, DE LEGUMES OU DE VEGETAUXCette liste d'ingrédients peut faire l'objet de modifications, veuillez consulter l'emballage du produit acheté",briogeo,Curl CharismaMC,"14,41",100,ml
"Shampooing Hairdressers' Invisible Oil :WATERAQUAEAU, DISODIUM LAURETH SULFOSUCCINATE, SODIUM COCOYL ISETHIONATE, SODIUM LAURYL SULFOACETATE, GLYCERIN, SODIUM LAUROYL SARCOSINATE, COCO-BETAINE, ACRYLATES COPOLYMER, DECYL GLUCOSIDE, BUTYLENE GLYCOL, LAURETH-23, GLYCOL DISTEARATE, GLYCERETH-26, VITIS VINIFERA  SEED OIL, PRUNUS AMYGDALUS DULCIS  OIL, MACADAMIA INTEGRIFOLIA SEED OIL, COCOS NUCIFERA  OIL, GARDENIA TAITENSIS FLOWER EXTRACT, ARGANIA SPINOSA KERNEL OIL, CARTHAMUS TINCTORIUS  SEED OIL, SODIUM HYALURONATE, HYDROXYPROPYLTRIMONIUM HYDROLYZED CORN STARCH, PHENYL TRIMETHICONE, PANTHENYL ETHYL ETHER, MAGNESIUM NITRATE, SODIUM PCA, PANTETHINE, POLYQUATERNIUM-7, POLYQUATERNIUM-10, SODIUM ACETATE, ISOPROPYL ALCOHOL, POTASSIUM HYDROXIDE, LAURETH-3, TRISODIUM SULFOSUCCINATE, GLYCOL STEARATE, SODIUM CHLORIDE, SODIUM SULFATE, FRAGRANCE , LINALOOL, HEXYL CINNAMAL, TETRASODIUM EDTA, SODIUM CITRATE, PHENOXYETHANOL, METHYLCHLOROISOTHIAZOLINONE, METHYLISOTHIAZOLINONE, SODIUM BENZOATEAprès-shampooing hydratant Hairdressers' Invisible Oil :WATERAQUAEAU, CETEARYL ALCOHOL, CETYL ESTERS, GLYCERIN, BUTYROSPERMUM PARKII  BUTTER, BEHENTRIMONIUM CHLORIDE, VITIS VINIFERA  SEED OIL, PRUNUS AMYGDALUS DULCIS  OIL, MACADAMIA INTEGRIFOLIA SEED OIL, COCOS NUCIFERA  OIL, GARDENIA TAITENSIS FLOWER EXTRACT, ARGANIA SPINOSA KERNEL OIL, CARTHAMUS TINCTORIUS  SEED OIL, HYDROXYPROPYLTRIMONIUM HYDROLYZED CORN STARCH, HYDROLYZED VEGETABLE PROTEIN PG-PROPYL SILANETRIOL, HYDROLYZED WHEAT PROTEIN, HYDROLYZED WHEAT STARCH, DIMETHICONE, SODIUM HYALURONATE, GLYCERYL STEARATE SE, PANTHENYL ETHYL ETHER, SODIUM PCA, ETHYLHEXYLGLYCERIN, DIMETHICONOL, PANTETHINE, POTASSIUM STEARATE, SODIUM CHLORIDE, CITRIC ACID, FRAGRANCE , LINALOOL, HEXYL CINNAMAL, BHT, DISODIUM EDTA, TOCOPHEROL, PHENOXYETHANOL, POTASSIUM SORBATEBase de coiffage thermo-protectrice et anti-UV Hairdressers' Invisible Oil :WATERAQUAEAU, CETEARYL ALCOHOL, BUTYLENE GLYCOL, PEG-12 GLYCERYL DIMYRISTATE, VITIS VINIFERA  SEED OIL, PRUNUS AMYGDALUS DULCIS  OIL, MACADAMIA INTEGRIFOLIA SEED OIL, COCOS NUCIFERA  OIL, GARDENIA TAITENSIS FLOWER EXTRACT, ARGANIA SPINOSA KERNEL OIL, CARTHAMUS TINCTORIUS  SEED OIL, HYDROXYPROPYLTRIMONIUM HYDROLYZED CORN STARCH, HYDROLYZED VEGETABLE PROTEIN PG-PROPYL SILANETRIOL, HYDROLYZED WHEAT PROTEIN PG-PROPYL SILANETRIOL, DIMETHICONE, GLYCERIN, SODIUM HYALURONATE, BEHENTRIMONIUM METHOSULFATE, DISTEARYLDIMONIUM CHLORIDE, DIMETHICONOL, CETRIMONIUM CHLORIDE, BUTYL METHOXYDIBENZOYLMETHANE, ETHYLHEXYL METHOXYCINNAMATE, SODIUM CHLORIDE, CITRIC ACID, BHT, FRAGRANCE , HEXYL CINNAMAL, LINALOOL, LIMONENE, POTASSIUM SORBATE, PHENOXYETHANOLCette liste d'ingrédients peut faire l'objet de modifications, veuillez consulter l'emballage du produit acheté",bumble and bumble,All About Hydration,"9,73",100,ml
WATER ,rene furterer,Karité Nutri,"10,33",100,ml
"WATER/AQUA/EAU, COCAMIDOPROPYL BETAINE, SODIUM COCOYL ISETHIONATE, CAPRYLYL/CAPRYL GLUCOSIDE, GLYCERIN, ALOE BARBADENSIS LEAF JUICE, SPINACIA OLERACEA  LEAF EXTRACT, BRASSICA OLEREACEA ITALICA  EXTRACT, PYRUS MALUS  FRUIT EXTRACT, CUCUMIS SATIVUS  FRUIT EXTRACT, CITRUS LIMON  FRUIT EXTRACT, CITRUS GRANDIS  FRUIT EXTRACT, BETA VULGARIS  ROOT EXTRACT, CAMELLIA SINENSIS LEAF EXTRACT, CYMBOPOGON CITRATUS EXTRACT, CHLOROPHYLLIN-COPPER COMPLEX , CHLORELLA VULGARIS EXTRACT, PANTHENOL, PANTHENYL HYDROXYPROPYL STEARDIMONIUM CHLORIDE, SODIUM GLUCONATE, SODIUM LAURYL SULFOACETATE, CAPRYLYL GLYCOL, CAPRYLHYDROXAMIC ACID, SORBIC ACID, CITRIC ACID, POTASSIUM SORBATE, SODIUM BENZOATE, POLYQUATERNIUM-7, PHENOXYETHANOL, BENZYL ALCOHOL, FRAGRANCE ",briogeo,"Be Gentle, Be Kind Matcha","9,21",100,ml
"Water\Aqua\Eau, Sodium Lauroyl Methyl Isethionate, Sodium Chloride, Babassuamidopropyl Betaine, Cocamide Mipa, Propanediol, Sodium Methyl Cocoyl Taurate, Glycol Distearate, Punica Granatum  Seed Oil, Cocos Nucifera  Fruit Juice, Cocos Nucifera  Oil, Mangifera Indica  Seed Butter, Avena Sativa  Bran Extract, Hydrolyzed Adansonia Digitata Extract, Citrus Aurantium Dulcis  Peel Extract, Chondrus Crispus  Extract, Helianthus Annuus  Seed Oil, Behenyl/Octyldodecyl Propanediol Citrate Crosspolymer, Octyldodecyl Citrate Crosspolymer, Stearamidopropyl Dimethylamine, Tocopherol, Glycerin, Lauric Acid, Hydroxypropyl Guar Hydroxypropyltrimonium Chloride, Sodium Laurate, Lecithin, Fragrance , Benzyl Benzoate, Amyl Cinnamal, Citronellol, Limonene, Hydroxycitronellal, Geraniol, Citral, Linalool, Citric Acid, Sodium Sulfate, Sodium Phytate, Potassium Sorbate, Phenoxyethanol  Cette liste d'ingrédients peut faire l'objet de modifications, veuillez consulter l'emballage du produit acheté",aveda,Nutriplenish®,"14,40",100,ml
"AQUA/WATER/EAU, POLYQUATERNIUM-37, ISODECYL NEOPENTANOATE, ALLANTOIN, AMINOMETHYL PROPANOL, ANHYDROXYLITOL, AVENA SATIVA  BRAN EXTRACT, BETAINE, CAMELLIA SINENSIS LEAF EXTRACT, CAPRYLIC/CAPRIC TRIGLYCERIDE, CINNAMIDOPROPYLTRIMONIUM CHLORIDE, CITRIC ACID, DICAPRYLYL CARBONATE, EPILOBIUM ANGUSTIFOLIUM FLOWER/LEAF/STEM EXTRACT, GLUCOSAMINE HCL, HYDROXYACETOPHENONE, ISOPROPYL ALCOHOL, LACTOBACILLUS FERMENT, LAURYL GLUCOSIDE, MENTHOXYPROPANEDIOL, PANTHENOL, PEG-40 HYDROGENATED CASTOR OIL, PENTASODIUM PENTETATE, POLYSORBATE 20, PROPANEDIOL, SACCHARIDE ISOMERATE, SODIUM CITRATE, SODIUM PHYTATE, SORBITAN OLEATE, XYLITOL, XYLITYLGLUCOSIDE, ZIZYPHUS JOAZEIRO BARK EXTRACT, PHENOXYETHANOL, POTASSIUM SORBATE, SODIUM BENZOATE, SODIUM METABISULFITE, PARFUM/FRAGRANCE, ALCOHOL, CITRONELLOL, GERANIOL, LIMONENE, LINALOOL",devacurl,Scalp D(Ph)Ense ™,"72,00",100,ml
"AQUA/WATER, SODIUM LAUROYL METHYL ISETHIONATE, COCAMIDOPROPYL BETAINE, DECYL GLUCOSIDE, PEG-40 HYDROGENATED CASTOR OIL, PARFUM/FRAGRANCE, COCO-GLUCOSIDE, SODIUM CHLORIDE, ACRYLATES/PALMETH-25 ACRYLATE COPOLYMER, GLYCOL DISTEARATE, CITRIC ACID, GLYCERIN, SODIUM BENZOATE, PANTHENOL, XANTHAN GUM, GLYCERYL LAURATE, INULIN, GUAR HYDROXYPROPYLTRIMONIUM CHLORIDE, COCONUT OIL GLYCERETH-8 ESTERS, HYDROLYZED RICE PROTEIN, MACADAMIA SEED OIL GLYCERETH-8 ESTERS, DIPROPYLENE GLYCOL, VACCINIUM MYRTILLUS FRUIT EXTRACT, ARGANIA SPINOSA KERNEL OIL, CREATINE, POLYACRYLAMIDOPROPYLTRIMONIUM CHLORIDE, SACCHARUM OFFICINARUM  EXTRACT, CITRUS AURANTIUM DULCIS  FRUIT EXTRACT, CITRUS LIMON  FRUIT EXTRACT, ACACIA CONCINNA FRUIT EXTRACT, ACER SACCHARUM  EXTRACT, POTASSIUM SORBATE, HEXYL CINNAMAL, LIMONENE, LINALOOL",rituals,The Ritual of Mehr,"5,20",100,ml
38842 RDK - INGREDIENTS: AQUA / WATER • SODIUM LAURETH SULFATE • COCO-BETAINE • GLYCOL DISTEARATE • COCAMIDE MIPA • SODIUM LAURYL SULFATE • PARFUM / FRAGRANCE • AMODIMETHICONE • SODIUM CHLORIDE • SODIUM BENZOATE • POLYQUATERNIUM-7 • POLYQUATERNIUM-10 • PEG-40 HYDROGENATED CASTOR OIL • CI 60730 / ACID VIOLET 43 • SALICYLIC ACID • CARBOMER • BHT • TRIDECETH-6 • LINALOOL • ARGININE • GLUTAMIC ACID • SERINE • HYDROXYPROPYLTRIMONIUM HYDROLYZED WHEAT PROTEIN • CETRIMONIUM CHLORIDE • COUMARIN • SODIUM ACETATE • ISOPROPYL ALCOHOL • PHENOXYETHANOL • SODIUM HYDROXIDE • CITRIC ACID (F,redken,Color Extend Blondage,"9,33",100,ml
"WATER , DISODIUM LAURETH SULFOSUCCINATE, ZINC COCETH SULFATE, CETEARETH-60 MYRISTYL GLYCOL, LAURETH-3, SODIUM COCOAMPHOACETATE, MALEIC ACID, PEG-40 HYDROGENATED CASTOR OIL, MENTHA AQUATICA FLOWER/LEAF/STEM EXTRACT, MENTHA VIRIDIS  LEAF OIL , EUCALYPTUS GLOBULUS LEAF/TWIG OIL, BENZYL SALICYLATE, CAMPHOR, CARAMEL, CITRIC ACID, FRAGRANCE , GREEN 5 , LIMONENE, LINALOOL, MENTHOL, PROPANEDIOL, SODIUM BENZOATE, SODIUM CHLORIDE, SODIUM HYDROXIDE, TRISODIUM ETHYLENEDIAMINE DISUCCINATE",klorane,Shampoing à la Menthe aquatique BIO,"4,25",100,ml
"AQUA/WATER/EAU, SODIUM C14-16 OLEFIN SULFONATE, COCAMIDOPROPYL BETAINE, GLYCERIN, PEG-200 HYDROGENATED GLYCERYL PALMATE, SUCCINIC ACID, ACRYLATES COPOLYMER, AMINOMETHYL PROPANOL, ARGININE, CETRIMONIUM CHLORIDE, CITRIC ACID, COCAMIDE MIPA, DISODIUM EDTA, ETHYLHEXYLGLYCERIN, GLYCOL DISTEARATE, HYDROXYPROPYL GUAR HYDROXYPROPYLTRIMONIUM CHLORIDE, ISOPROPANOLAMINE, LYSINE HCL, PANTHENOL, PEG-150 DISTEARATE, PEG-7 GLYCERYL COCOATE, POLYQUATERNIUM-7, POLYSORBATE 20, SODIUM HYDROXIDE, SODIUM LAUROYL GLYCINATE, SODIUM METHYL COCOYL TAURATE, TOCOPHEROL, CHLORPHENESIN, PHENOXYETHANOL, SODIUM BENZOATE, PARFUM/FRAGRANCE, LINALOOL",devacurl,Curlbond™,"16,85",100,ml
"WATER/AQUA/EAU, SODIUM COCOYL ISETHIONATE, LAURAMIDOPROPYL BETAINE, GLYCERIN, COCAMIDOPROPYL HYDROXYSULTAINE, DISODIUM LAURETH SULFOSUCCINATE, POLYSORBATE 80, SODIUM LAURYL SULFOACETATE, SOYAMIDOPROPYLDIMETHYLAMINE OXIDE, MALTODEXTRIN, BIOTIN, PANTHENOL, PANAX GINSENG ROOT EXTRACT, ZINGIBER OFFICINALE  EXTRACT, TOCOPHERYL ACETATE, ALOE BARBADENSIS LEAF JUICE, ARGANIA SPINOSA KERNEL OIL, CITRUS AURANTIUM DULCIS  PEEL OIL, CITRUS PARADISI  PEEL OIL, COCOS NUCIFERA  OIL, SODIUM C14-16 OLEFIN SULFONATE, DISODIUM COCOYL GLUTAMATE, SODIUM LAUROYL SARCOSINATE, POLYQUATERNIUM-7, POLYQUATERNIUM-71, CITRIC ACID, SODIUM CHLORIDE, SODIUM BENZOATE, BENZYL ALCOHOL, DEHYDROACETIC ACID, FRAGRANCE ",briogeo,Blossom & Bloom Ginseng + Biotin Volumizing Shampoo,"13,56",100,ml
"Water\Aqua\Eau, Sodium Cocoyl Isethionate, Sodium Methyl Cocoyl Taurate, Sodium Lauryl Sulfoacetate, Propanediol, Babassuamidopropyl Betaine, Sodium Hydroxypropylsulfonate Laurylglucoside Crosspolymer, Sodium Chloride, Persea Gratissima  Oil, Plukenetia Volubilis  Seed Oil, Camellia Oleifera  Seed Oil, Octyldodecyl Citrate Crosspolymer, Hydroxypropylgluconamide, Hydroxypropylammonium Gluconate, Bis-Ethyl Isostearamide, Acrylates Copolymer, Glycol Distearate, Hydroxypropyl Guar Hydroxypropyltrimonium Chloride, Benzyl Alcohol, Fragrance , Linalool, Eugenol, Geraniol, Amyl Cinnamal, Benzyl Salicylate, Citronellol, Hydroxycitronellal, Citral, Benzyl Benzoate, Limonene, Sodium Hydroxide, Tartaric Acid, Citric Acid, Sodium Phytate, Sodium Benzoate, Potassium Sorbate, Phenoxyethanol Cette liste d'ingrédients peut faire l'objet de modifications, veuillez consulter l'emballage du produit acheté",aveda,Botanical Repair Shampoo,"11,00",100,ml
"AQUEOUS  EXTRACT\EXTRAIT AQUEUX:ALOE BARBADENSIS LEAF , SODIUM COCO-SULFATE , DISODIUM LAURETH SULFOSUCCINATE , BABASSUAMIDOPROPYL BETAINE , GLYCOL DISTEARATE , GALACTOARABINAN , HYDROLYZED WHEAT PROTEIN , HYDROXYPROPYLTRIMONIUM HYDROLYZED CORN STARCH , PALMAMIDOPROPYL TRIMONIUM METHOSULFATE , GUAR HYDROXYPROPYLTRIMONIUM CHLORIDE , DEHYDROXANTHAN GUM , GLYCERIN , POLYSORBATE 20 , COCAMIDOPROPYL PG-DIMONIUM CHLORIDE PHOSPHATE , ALCOHOL DENAT",aveda,Be Curly™,"10,40",100,ml
"1261022 C - INGREDIENTS: AQUA / WATER / EAU , SODIUM C14-16 OLEFIN SULFONATE , COCAMIDOPROPYL BETAINE , LAURETH-5 CARBOXYLIC ACID , SODIUM CHLORIDE , CAPRYLYL/CAPRYL GLUCOSIDE , SODIUM HYDROXIDE , CITRIC ACID , HEXYLENE GLYCOL , PEG-55 PROPYLENE GLYCOL OLEATE , PROPYLENE GLYCOL , SODIUM BENZOATE , SALICYLIC ACID , POLYQUATERNIUM-67 , GLYCERIN , BENZOIC ACID , HYDROXYETHYL UREA , HIBISCUS ESCULENTUS SEED EXTRACT , PHENOXYETHANOL , PARFUM / FRAGRANCE (F",l'oreal professionnel,Serie Expert Curl Expression,"8,00",100,ml
"AQUEOUS  EXTRACTS\EXTRAITS AQUEUX:ALTHAEA OFFICINALIS , CALENDULA OFFICINALIS FLOWER EXTRACT, ALOE BARBADENSIS LEAF JUICE , SODIUM COCO-SULFATE , DISODIUM LAURETH SULFOSUCCINATE , DECYL GLUCOSIDE , BABASSUAMIDOPROPYL BETAINE , SODIUM CHLORIDE , HYDROLYZED WHEAT PROTEIN , HYDROLYZED WHEAT STARCH , ACACIA SENEGAL GUM , GLYCERIN , HONEY\MEL\MIEL , COCAMIDOPROPYL PG-DIMONIUM CHLORIDE PHOSPHATE , POLYSORBATE 20 , FRAGRANCE  , LIMONENE , GERANIOL , LINALOOL , CITRONELLOL , EUGENOL , BENZYL BENZOATE , MALTODEXTRIN , MAGNESIUM SULFATE , SODIUM GLUCONATE , POTASSIUM SORBATE , POLYSORBATE 80 , MAGNESIUM NITRATE , SODIUM SULFATE , METHYLCHLOROISOTHIAZOLINONE , METHYLISOTHIAZOLINONE , BIXA ORELLANA SEED EXTRACT , ANNATTO  Cette liste d'ingrédients peut faire l'objet de modifications, veuillez consulter l'emballage du produit acheté",aveda,Pure Abundance Shampoo,"11,96",100,ml
"Cette liste d'ingrédients peut faire l'objet de modifications, veuillez consulter l'emballage du produit acheté",kérastase,Chroma Absolu,"3,98",100,ml
