ingredients,brand,name,price,quantity,unit
"1227735 F - INGREDIENTS: AQUA / WATER / EAU , SODIUM LAURETH SULFATE , CITRIC ACID , COCAMIDOPROPYL BETAINE , SODIUM HYDROXIDE , PROPYLENE GLYCOL , SODIUM CHLORIDE , SODIUM BENZOATE , HEXYLENE GLYCOL , POLYQUATERNIUM-10 , SALICYLIC ACID , LIMONENE , LINALOOL , GLYCERIN , BENZYL SALICYLATE , COUMARIN , ZINGIBER OFFICINALE ROOT EXTRACT / GINGER ROOT EXTRACT , CITRAL , BENZYL ALCOHOL , CITRONELLOL , XYLITYLGLUCOSIDE , ANHYDROXYLITOL , LEONTOPODIUM ALPINUM CALLUS CULTURE EXTRACT , XYLITOL , XANTHAN GUM , DIPEPTIDE DIAMINOBUTYROYL BENZYLAMIDE DIACETATE , PARFUM / FRAGRANCE (F",kérastase,Genesis,"9,20",100,ml
"1152971 10 - INGREDIENTS: AQUA / WATER • SODIUM LAURETH SULFATE • COCAMIDE MEA • GLYCERIN • COCO-BETAINE • LAURETH-5 CARBOXYLIC ACID • ISOSTEARYL NEOPENTANOATE • SODIUM CHLORIDE • HEXYLENE GLYCOL • CETEARETH-60 MYRISTYL GLYCOL • PEG-55 PROPYLENE GLYCOL OLEATE • PROPYLENE GLYCOL • SODIUM BENZOATE • SODIUM HYDROXIDE • CITRIC ACID • POLYQUATERNIUM-10 • SALICYLIC ACID • BENZYL SALICYLATE • BENZYL ALCOHOL • HEXYL CINNAMAL • 2-OLEAMIDO-1,3-OCTADECANEDIOL • MAGNESIUM SULFATE • CITRONELLOL • LINALOOL • MARIS AQUA / SEA WATER • PARFUM / FRAGRANCE (F",shu uemura art of hair,Muroto Volume,"14,00",100,ml
"AQUA , AMMONIUM LAURYL SULFATE , DECYL GLUCOSIDE , SODIUM LAUROYL OAT AMINOACIDS , GLYCERETH-2 COCOATE , POLYQUATERNIUM-11 , HYDROLYSED WHEAT PROTEIN , AMP-ACRYLATES/ALLYL METHACRYLATE COPOLYMER , CETYL ALCOHOL , STEARAMINE OXIDE , JUGLANS REGIA  EXTRACT , HYDROGENATED VEGETABLE GLYCERIDES , PEG-15 COCOPOLYAMINE , PARFUM/FRAGRANCE , COCAMIDOPROPYL PG-DIMONIUM CHLORIDE , POLYQUATERNIUM-70 , DIPROPYLENE GLYCOL , HYDROXYPROPYL GUAR HYDROXYPROPYLTRIMONIUM CHLORIDE , JOJOBA WAX PEG-120 ESTERS , PROPYLENE GLYCOL , HYDROLYZED ALGAE EXTRACT , FUCUS VESICULOSUS EXTRACT , SPIRULINA PLATENSIS EXTRACT , GUAR HYDROXYPROPYLTRIMONIUM CHLORIDE , LACTIC ACID , METHYLCHLOROISOTHIAZOLINONE , METHYLISOTHIAZOLINONE , SODIUM COPPER CHLOROPHYLLIN , LIMONENE , LINALOOL , BENZYL ALCOHOL ORIGIN NATURAL CERTIFIED BIOCette liste d'ingrédients peut faire l'objet de modifications, veuillez consulter l'emballage du produit acheté",leonor greyl,Bain Volumateur aux Algues,"20,50",100,ml
"AQUA/WATER/EAU, SODIUM C14-16 OLEFIN SULFONATE, COCAMIDOPROPYL BETAINE, COCAMIDOPROPYLAMINE OXIDE, PARFUM/FRAGRANCE, GUAR HYDROXYPROPYLTRIMONIUM CHLORIDE, ARGANIA SPINOSA  KERNEL OIL, PEG-40 HYDROGENATED CASTOR OIL, ACRYLATES COPOLYMER, PEG-150 DISTEARATE, GLYCOL STEARATE, HYDROXYACETOPHENONE, ALGIN, GLYCERIN, CHITOSAN, TRIDECETH-9, C12-13 PARETH-9, C11-15 PARETH-7, C12-16 PARETH-9, SILICA DIMETHYL SILYLATE, ISOPROPYL ALCOHOL, TRIDECETH-12, CITRIC ACID, COCONUT ACID, COCAMIDOPROPYL DIMETHYLAMINE, CAPRYLYL GLYCOL, CETRIMONIUM CHLORIDE, SODIUM GLYCOLATE, CI 60730 (EXT",moroccanoil,Shampooing Violet Blond Parfait,"14,00",100,ml
"1045668 A : AQUA / WATER / EAU, SODIUM LAURETH SULFATE, CITRIC ACID, GLYCERIN, COCAMIDOPROPYL BETAINE, ALCOHOL DENAT",shu uemura art of hair,Deep Cleanser,"12,75",100,ml
"WATER/AQUA/EAU, SODIUM COCOYL ISETHIONATE*, LAURAMIDOPROPYL BETAINE*, COCAMIDOPROPYL HYDROXYSULTAINE*, SODIUM C14-16 OLEFIN SULFONATE, DISODIUM LAURETH SULFOSUCCINATE*, GLYCERYL STEARATE*, GLYCOL DISTEARATE*, BUTYROSPERMUM PARKII  BUTTER*, COCOS NUCIFERA  OIL*, ROSA CANINA FRUIT OIL*, BIOTIN, PANTHENOL, GLYCERIN*, GLYCINE SOJA  OIL*, TILIA TOMENTOSA EXTRACT*, SARGASSUM FILIPENDULA EXTRACT*, PHOSPHOLIPIDS*, GLYCOLIPIDS*, GLYCINE SOJA  STEROLS*, SANTALUM ALBUM  OIL*, AMYRIS BALSAMIFERA BARK OIL*, POGOSTEMON CABLIN OIL*, ELETTARIA CARDAMOMUM SEED OIL*, FERULA GALBANIFLUA  RESIN OIL*, HYDROLYZED VEGETABLE PROTEIN PG-PROPYL SILANETRIOL, SODIUM LAUROYL SARCOSINATE, TOCOPHERYL ACETATE, TETRASODIUM GLUTAMATE DIACETATE*, SODIUM LAURYL SULFOACETATE*, GUAR HYDROXYPROPYLTRIMONIUM CHLORIDE*, CITRIC ACID*, FRAGRANCE , DEHYDROACETIC ACID, BENZYL ALCOHOL* COCONUT, VEGETABLE, OR PLANT DERIVED* DERIVE DE LA NOIX DE COCO, DE LEGUMES OU DE VEGETAUXCette liste d'ingrédients peut faire l'objet de modifications, veuillez consulter l'emballage du produit acheté",briogeo,"Don't Despair, Repair! Super Moisture Shampoo","9,30",100,ml
"AQUA , SODIUM LAURYL GLUCOSE CARBOXYLATE , LAURYL GLUCOSIDE , SODIUM COCOAMPHOACETATE , SODIUM LAUROYL OAT AMINOACIDS , GLYCERETH-2 COCOATE , COCAMIDOPROPYL PG-DIMONIUM CHLORIDE , ACRYLATES/HYDROXYESTERS ACRYLATES COPOLYMER , HYDROLYSED WHEAT PROTEIN , PROPYLENE GLYCOL , POLYQUATERNIUM-70 , DIPROPYLENE GLYCOL , PEG-15 COCOPOLYAMINE , POLYQUATERNIUM-11 , PARFUM/FRAGRANCE , FUCUS VESICULOSUS EXTRACT , TILIA PLATYPHYLLA EXTRACT , MATRICARIA CHAMOMILLA EXTRACT , TRIETHANOLAMINE , SIMMONDSIA CHINENSIS  SEED OIL , GUAR HYDROXYPROPYLTRIMONIUM CHLORIDE , TOCOPHEROL , METHYLCHLOROISOTHIAZOLINONE , METHYLISOTHIAZOLINONE , POLYSORBATE 20 , LINOLEIC ACID , SODIUM COPPER CHLOROPHYLLIN , LIMONÈNE , LINALOOL , AMYL CINNAMAL , ALPHA-ISOMÉTHYL IONONE ORIGIN NATURAL CERTIFIED BIOCette liste d'ingrédients peut faire l'objet de modifications, veuillez consulter l'emballage du produit acheté",leonor greyl,Bain Vitalisant B,"20,50",100,ml
"WATER , DISODIUM LAURETH SULFOSUCCINATE, DECYL GLUCOSIDE, LAURYL BETAINE, CETEARETH-60 MYRISTYL GLYCOL, LAURETH-3, GLYCERYL LAURATE, URTICA DIOICA  ROOT EXTRACT , CAPRYLYL GLYCOL, CITRIC ACID, FRAGRANCE , GREEN 3 , MALEIC ACID, POLYQUATERNIUM-22, POLYSORBATE 20, PROPYLENE GLYCOL, SODIUM BENZOATE, SODIUM CHLORIDE, TRISODIUM ETHYLENEDIAMINE DISUCCINATE, YELLOW 6 Cette liste d'ingrédients peut faire l'objet de modifications, veuillez consulter l'emballage du produit acheté",klorane,Shampoing Séboréducteur à l'Ortie BIO,"3,50",100,ml
"BUTANE, PROPANE, ORYZA SATIVA  STARCH , ISOBUTANE, ALCOHOL , ALUMINUM STARCH OCTENYLSUCCINATE, AVENA SATIVA  KERNEL OIL , CETRIMONIUM CHLORIDE, CYCLODEXTRIN, FRAGRANCE , ISOPROPYL MYRISTATE, SILICA",klorane,Capillaire,"11,00",100,ml
"Water/Aqua/Eau, Ammonium Lauryl Sulfate, Cocamide Mipa, Propanediol, Babassuamidopropyl Betaine,Crambe Abyssinica  Seed Oil, Bixa Orellana  Seed Extract, Glycerin, PEG-60 Almond Glycerides, Polysorbate 80, Polyquaternium-10, Sodium Chloride, Citric Acid, Fragrance , Linalool, Geraniol, Citronellol, Benzyl Benzoate, Limonene, Sodium Phytate, Benzoic Acid, Pehnoexythanol, Potassium Sorbate, Sodium Benzoate, Anatto  Cette liste d'ingrédients peut faire l'objet de modifications, veuillez consulter l'emballage du produit acheté",aveda,Shampure,"8,80",100,ml
"AQUA , AMMONIUM LAURYL SULFATE , SODIUM LAURYL GLUCOSE CARBOXYLATE , LAURYL GLUCOSIDE , SODIUM LAUROYL OAT AMINOACIDS , GLYCERETH-2 COCOATE , COCAMIDOPROPYL PG-DIMONIUM CHLORIDE , ACRYLATES/HYDROXYESTERS ACRYLATES COPOLYMER , TRITICUM VULGARE  SEED EXTRACT , PARFUM  , POLYQUATERNIUM-70 , DIPROPYLENE GLYCOL , SALVIA OFFICINALIS  LEAF EXTRACT , SACCHOROMYCES CEREVISIAE EXTRACT , PROPYLENE GLYCOL , PEG-15 COCOPOLYAMINE , NELUMBIUM SPECIOSUM FLOWER EXTRACT , GUAR HYDROXYPROPYLTRIMONIUM CHLORIDE , IRIS FLORENTINA ROOT EXTRACT , TRIETHANOLAMINE , *DAUCUS CAROTA EXTRACT , TOCOPHEROL , METHYLCHLOROISOTHIAZOLINONE , METHYLISOTHIAZOLINONE , POLYSORBATE 20 , LINOLEIC ACID , LINOLENIC ACID , LIMONÈNE ORIGIN NATURAL CERTIFIED BIOCette liste d'ingrédients peut faire l'objet de modifications, veuillez consulter l'emballage du produit acheté",leonor greyl,Bain TS,"20,50",100,ml
"1248739 D: AQUA / WATER / EAU , AMMONIUM LAURYL SULFATE , COCAMIDOPROPYL BETAINE , SODIUM CHLORIDE , HEXYLENE GLYCOL , CITRIC ACID , SODIUM HYDROXIDE , SODIUM BENZOATE , HYDROXYPROPYL GUAR HYDROXYPROPYLTRIMONIUM CHLORIDE , ALCOHOL DENAT",kérastase,Genesis Homme,"11,96",100,ml
1202833 A - INGREDIENTS: ALCOHOL DENAT,l'oreal professionnel,Serie Expert Scalp Advanced,"8,00",100,ml
"WATER/EAU , SODIUM LAUROYL SARCOSINATE, COCO-GLUCOSIDE, COCAMIDOPROPYL BETAINE, PEG-120 METHYL GLUCOSE TRIOLEATE, GLYCERIN, SODIUM COCOYL GLUTAMATE, PANTHENOL, PENTYLENE GLYCOL, FRAGRANCE , ARGININE, BISABOLOL, MACADAMIA INTEGRIFOLIA SEED OIL, MORINGA OLEIFERA SEED OIL, PYRIDOXINE HCL, BUTYROSPERMUM PARKII  BUTTER, TOCOPHERYL ACETATE, MAGNESIUM ASPARTATE, ZINC GLUCONATE, HYDROLYZED COTTONSEED PROTEIN, PALMITOYL MYRISTYL SERINATE, COPPER GLUCONATE, BIOTIN, PEG-18 GLYCERYL OLEATE/COCOATE, CITRIC ACID, SODIUM CHLORIDE, POLYQUATERNIUM-22, PEG-8, PROPANEDIOL, STYRENE/ACRYLATES COPOLYMER, POLYQUATERNIUM-47, DISODIUM EDTA, PEG-8/SMDI COPOLYMER, TETRASODIUM EDTA, TRISODIUM PHOSPHATE, SODIUM POLYACRYLATE, SODIUM HYDROXIDE, PHENOXYETHANOL, SODIUM BENZOATE, BENZOIC ACID, POTASSIUM SORBATE, LIMONENE, CITRAL",hair rituel by sisley,Soin Lavant Disciplinant à l'huile de Macadamia,"36,50",100,ml
"AQUA / WATER / EAU, SODIUM LAURETH SULFATE, GLYCERIN, COCO,BETAINE, COCAMIDE MIPA, SODIUM CHLORIDE, CITRIC ACID, SODIUM BENZOATE, SODIUM HYDROXIDE, HEXYLENE GLYCOL, HYDROXYPROPYL GUAR HYDROXYPROPYLTRIMONIUM CHLORIDE, SALICYLIC ACID, LINALOOL, LIMONENE, GERANIOL, CITRONELLOL, BUTYLENE GLYCOL, PAEONIA ALBIFLORA FLOWER EXTRACT, PARFUM / FRAGRANCECette liste d'ingrédients peut faire l'objet de modifications, veuillez consulter l'emballage du produit acheté",shu uemura art of hair,Yubi Blonde,"13,67",100,ml
"1165791 A - INGREDIENTS: AQUA / WATER , SODIUM LAURETH SULFATE , COCO-BETAINE , DIMETHICONE , SODIUM CHLORIDE , CYCLODEXTRIN , PPG-5-CETETH-20 , SODIUM BENZOATE , SALICYLIC ACID , POLYQUATERNIUM-6 , CARBOMER , HYDROXYPROPYLTRIMONIUM HYDROLYZED WHEAT PROTEIN , BUTYLENE GLYCOL , LINALOOL , LIMONENE , GLYCERYL LINOLEATE , GLYCERYL OLEATE , SAFFLOWER GLUCOSIDE , CITRONELLOL , PHENOXYETHANOL , IRIS FLORENTINA ROOT EXTRACT , GLYCERYL LINOLENATE , TOCOPHEROL , BHT , SODIUM CITRATE , SODIUM HYDROXIDE , CITRIC ACID , PARFUM / FRAGRANCE (F",kérastase,Nutritive,"9,20",100,ml
"Water\Aqua\Eau  Sodium Cocoyl Isethionate  Sodium Lauroyl Sarcosinate  Sodium Lauryl Sulfoacetate  Propanediol  Coco-Betaine  Acrylates Copolymer  Honey\Mel\Miel  Hydrogenated Castor Oil/Sebatic Acid Copolymer  Yeast Extract\Faex\Extrait De Levure  Octyldodecyl Citrate Crosspolymer  Hydroxypropylgluconamide  Hydroxypropylammonium Gluconate  Guar Hydroxypropyltrimonium Chloride  Phenyl Trimethicone  Caprylyl Glycol  Panthenol  Polysorbate 20  Glycol Distearate  Butyl Methoxydibenzoylmethane  Ethylhexyl Methoxycinnamate  Sodium Methyl Cocoyl Taurate  PEG-150 Distearate  Polyquaternium-7  Silica  Butylene Glycol  Citric Acid  Tartaric Acid  Sodium Hydroxide  Sodium Chloride  BHT  Fragrance   Limonene  Benzyl Salicylate  Linalool  Tetrasodium EDTA  Sodium Benzoate  Potassium Sorbate  Phenoxyethanol  Mica  Titanium Dioxide  Cette liste d'ingrédients peut faire l'objet de modifications, veuillez consulter l'emballage du produit acheté",bumble and bumble,Bb.Bond-Building Shampoo,"12,40",100,ml
1000398 A - INGREDIENTS: AQUA / WATER / EAU ALCOHOL DENAT,l'oreal professionnel,Serie Expert Scalp Advanced,"8,00",100,ml
"AQUA , SQUALANE, C12-13 ALKYL GLYCERYL HYDROLYZED HYALURONATE, ARGININE, ASPARTIC ACID, GLYCINE, ALANINE, SERINE, VALINE, ISOLEUCINE, PROLINE, THREONINE, HISTIDINE, PHENYLALANINE, GLUTAMIC ACID, GLUCOSE, FRUCTOSE, SUCROSE, PCA, SODIUM PCA, ZINC PCA, MAGNESIUM PCA, MANGANESE PCA, UREA, SODIUM LACTATE, LACTIC ACID, HEXYL NICOTINATE, LAURYL GLUCOSIDE, MYRISTYL GLUCOSIDE, POLYGLYCERYL-6 LAURATE, ISOCETETH-20, DEXTRIN, HEXYLENE GLYCOL, POTASSIUM SORBATE, PHENOXYETHANOL, CHLORPHENESIN",the ordinary,Nettoyant au sulfate 4 %,"4,13",100,ml
"SODIUM CHLORIDE, SODIUM LAURETH SULFATE, AQUA/WATER/EAU, BUTYLENE GLYCOL, COCAMIDE MEA, PEG-100 STEARATE, GLYCERYL STEARATE, HYDRATED SILICA, FRAGRANCE , SACCHARIDE ISOMERATE, MENTHYL LACTATE, BISABOLOL, PRUNUS AMYGDALUS DULCIS  OIL, CITRIC ACID, SODIUM CITRATE, PHENOXYETHANOL, BENZYL SALICYLATE, LINALOOL, LIMONENE, CITRONELLOL, HEXYL CINNAMAL",christophe robin,Scrub lavant purifiant au sel marin,"24,67",100,ml
"HYDROGENATED VEGETABLE OIL, SODIUM COCOYL ISETHIONATE, AQUA/WATER, COCONUT ACID, POLYGLYCERYL-4 LAURATE, GLYCERIN, PARFUM/FRAGRANCE, SODIUM ISETHIONATE, DECYL GLUCOSIDE, CAESALPINIA SPINOSA GUM, CAMELINA SATIVA SEED OIL, XYLITYLGLUCOSIDE, ANHYDROXYLITOL, MEL/HONEY, XYLITOL, SODIUM COCOYL APPLE AMINO ACIDS, TETRASODIUM GLUTAMATE DIACETATE, SODIUM CHLORIDE, HEXYLENE GLYCOL ",nuxe,Rêve de miel,"18,46",100,ml
"Water\Aqua\Eau, Sodium Laureth Sulfate, Sodium Chloride, Lauramidopropyl Betaine, Aloe Barbadensis Leaf Juice, Panthenol, Tocopherol, Acetamide Mea, Myristamine Oxide, Magnesium Chloride, Sorbitol, Polyquaternium-11, Polyquaternium-10, Citric Acid, Sodium Hydroxide, Fragrance , Hexyl Cinnamal, Linalool, Hydroxycitronellal, Tetrasodium Edta, Magnesium Nitrate, Methylchloroisothiazolinone, Methylisothiazolinone, Phenoxyethanol, Ext",bumble and bumble,Thickening Shampoo,"13,20",100,ml
1129635RK - INGREDIENTS: AQUA / WATER • SODIUM LAURETH SULFATE • COCAMIDOPROPYL BETAINE • GLYCOL DISTEARATE • SODIUM CHLORIDE • AMODIMETHICONE • PPG-5-CETETH-20 • SODIUM BENZOATE • SODIUM HYDROXIDE • CITRIC ACID • PARFUM / FRAGRANCE • SALICYLIC ACID • GUAR HYDROXYPROPYLTRIMONIUM CHLORIDE • TRIDECETH-6 • CARBOMER • SODIUM COCOYL AMINO ACIDS • COCAMIDE MIPA • POTASSIUM DIMETHICONE PEG-7 PANTHENYL PHOSPHATE • CETRIMONIUM CHLORIDE • BENZYL SALICYLATE • SODIUM SARCOSINATE • LIMONENE • PROPYLENE GLYCOL • LINALOOL • BENZYL ALCOHOL • ARGININE • SERINE • HYDROLYZED SOY PROTEIN • GLUTAMIC ACID • BENZOPHENONE-4 • HYDROXYCITRONELLAL • BUTYLENE GLYCOL • FUMARIC ACID • HYDROLYZED VEGETABLE PROTEIN PG-PROPYL SILANETRIOL • GLYCERIN • PHENOXYETHANOL • TETRASODIUM EDTA • BAMBUSA VULGARIS SAP EXTRACT • CAMELLIA SINENSIS LEAF EXTRACT • POTASSIUM SORBATE • SORBIC ACID (F,redken,Color Extend Magnetics,"7,67",100,ml
"Aqua , Sodium Cocoyl Isethionate, Sodium Lauroyl Methyl Isethionate, Cocamidopropyl Betaine, Glycerin, Sodium Methyl Cocoyl Taurate, Cocamide MIPA, Alpha Keratin, Panthenol, Centella Asiatica Meristem Cell Culture, Hydrolyzed Adansonia Digitata Seed Extract, Sodium Dilauramidoglutamide Lysine, Palmitamidopropyltrimonium Chloride, Coconut Acid, PEG-200 Hydrogenated Glyceryl Palmate, Ethylhexylglycerin, Guar Hydroxypropyltrimonium Chloride, Lauric Acid, PEG-7 Glyceryl Cocoate, Zinc Laurate, Polyquaternium-7, Sodium Methyl Isethionate, Parfum , Propylene Glycol, Sodium Laurate, Sodium Isethionate, Xanthan Gum, Phenoxyethanol, Chlorphenesin, Isopropanolamine, Sodium Benzoate, Citric Acid, Disodium EDTA, Sodium Chloride, Benzyl Alcohol, Potassium Sorbate, Sodium Hydroxide, Limonene, Linalool, Benzyl Salicylate",virtue,Shampooing complet,"17,08",100,ml
-Shorea Butter: Moisturizes hair,kérastase,Discipline Bain Oléo Relax,"12,40",100,ml
"AQUA/WATER/EAU, GLYCOLIC ACID, BUTYROSPERMUM PARKII  BUTTER EXTRACT, DIPROPYLENE GLYCOL, SODIUM HYDROXIDE, OCTYLDODECANOL, SALICYLIC ACID, PARAFFIN, MICROCRYSTALLINE WAX , MINERAL OIL , ARACHIDYL ALCOHOL, DIMETHICONE, GLYCERYL STEARATE, PEG-100 STEARATE, MANNITOL, XYLITOL, RHAMNOSE, FRUCTOOLIGOSACCHARIDES, LAMINARIA OCHROLEUCA EXTRACT, ZANTHOXYLUM BUNGEANUM FRUIT EXTRACT, BEHENYL ALCOHOL, POLYACRYLAMIDE, ARACHIDYL GLUCOSIDE, OLEYL ALCOHOL, XANTHAN GUM, C13-14 ISOPARAFFIN, LAURETH-7, CAPRYLIC/ CAPRIC TRIGLYCERIDE",bioderma,Nodé K Concentré,"14,00",100,ml
1218023RK5 - INGREDIENTS: AQUA / WATER • SODIUM LAURETH SULFATE • DIMETHICONE • COCO-BETAINE • GLYCOL DISTEARATE • SODIUM CHLORIDE • HEXYLENE GLYCOL • CITRIC ACID • COCAMIDE MIPA • PARFUM / FRAGRANCE • SODIUM HYDROXIDE • SODIUM PCA • BENZOIC ACID • SALICYLIC ACID • GUAR HYDROXYPROPYLTRIMONIUM CHLORIDE • CARBOMER • PROPYLENE GLYCOL • SODIUM CITRATE • DISODIUM EDTA • SODIUM COCOYL AMINO ACIDS • POTASSIUM DIMETHICONE PEG-7 PANTHENYL PHOSPHATE • SODIUM SARCOSINATE • BENZYL ALCOHOL • ARGANIA SPINOSA KERNEL OIL • ARGININE • HYDROLYZED SOY PROTEIN • COUMARIN • LINALOOL • LIMONENE • HEXYL CINNAMAL • FUMARIC ACID • HYDROLYZED VEGETABLE PROTEIN PG-PROPYL SILANETRIOL • CI 15510 / ORANGE 4 • PHENOXYETHANOL • CI 17200 / RED 33 • TETRASODIUM EDTA • POTASSIUM SORBATE (F,redken,All Soft,"7,67",100,ml
"Aqua - *Ammonium Lauryl Sulfate - PEG-40 Glyceryl Cocoate - *Sodium Coceth Sulfate - *Decyl Glucoside - *Cocamidopropyl Dimethylaminohydroxypropyl Hydrolyzed Collagen - *Hydrolyzed Quinoa - *Limonium Gerberi Extract - *Fucus Vesiculosus Extract - *Hydrolyzed Silk - *Bambusa Vulgaris Shoot Extract - *Myristamine Oxide - Polyquarternium-47 - *Cetyl Alcohol - *Behentrimonium Methosulfate - Quaternium-33 - Quaternium-91 - Cetrimonium Methosulfate - *Cetearyl Alcohol - *Hydroxypropyl Guar Hydroxypropyltrimonium Chloride - PEG-15 Cocopolyamine - *Stearamine Oxide – Parfum/Fragrance - *Amaranthus Caudatus Seed Extract - *Cereus Grandiflorus  Flower Extract - Propylene Glycol - *Hydrogenated Vegetable Glycerides - *Lactic Acid - *Guar Hydroxypropyltrimonium Chloride - *Daucus Carota Seed Extract - Methylchloroisothiazolinone - Methylisothiazolinone – Limonène – Linalool – Géraniol -*Origin Natural**Certified BIOCette liste d'ingrédients peut faire l'objet de modifications, veuillez consulter l'emballage du produit acheté",leonor greyl,Shampooing Reviviscence,"31,50",100,ml
"1261021 F - INGREDIENTS: AQUA / WATER / EAU , SODIUM COCOYL ISETHIONATE , DISODIUM LAURETH SULFOSUCCINATE , SODIUM LAURYL SULFOACETATE , SODIUM LAUROYL SARCOSINATE , GLYCOL DISTEARATE , COCAMIDOPROPYL BETAINE , COCAMIDE MEA , GLYCERETH-26 , DECYL GLUCOSIDE , CITRIC ACID , PPG-5-CETETH-20 , SODIUM HYDROXIDE , DIVINYLDIMETHICONE/DIMETHICONE COPOLYMER , SODIUM BENZOATE , POLYQUATERNIUM-7 , SODIUM CHLORIDE , AMODIMETHICONE , CARBOMER , COCO-BETAINE , POLYQUATERNIUM-10 , PEG-55 PROPYLENE GLYCOL OLEATE , PROPYLENE GLYCOL , SALICYLIC ACID , C11-15 PARETH-7 , BENZOIC ACID , GLYCERIN , LAURETH-9 , TRIDECETH-12 , BENZYL ALCOHOL , C12-13 PARETH-23 , C12-13 PARETH-3 , PHENOXYETHANOL , HYDROXYETHYL UREA , SORBIC ACID , HIBISCUS ESCULENTUS SEED EXTRACT , PARFUM / FRAGRANCE (F",l'oreal professionnel,Serie Expert Curl Expression,"8,00",100,ml
"AQUA/WATER/EAU, SODIUM LAURETH SULFATE, SODIUM COCOAMPHOACETATE, DISODIUM LAURYL SULFOSUCCINATE, SODIUM COCOYL ISETHIONATE, SALICYLIC ACID, CETEARYL ALCOHOL, ZEA MAYS  STARCH, C12-13 ALKYL LACTATE, POLYQUATERNIUM-10, HYDROGENATED CASTOR OIL, GLYCERIN, ACRYLATES/STEARETH-20 METHACRYLATE COPOLYMER, SODIUM HYDROXIDE, JUNIPERUS OXYCEDRUS WOOD EXTRACT, MANNITOL, XYLITOL, OLEYL ALCOHOL, RHAMNOSE, CITRIC ACID, POTASSIUM SORBATE, SODIUM BENZOATE, ZANTHOXYLUM BUNGEANUM FRUIT EXTRACT, TITANIUM DIOXIDE, SODIUM ACETATE, SODIUM CHLORIDE, PLECTRANTHUS BARBATUS ROOT EXTRACT, ISOPROPYL ALCOHOL, FRUCTOOLIGOSACCHARIDES, CAPRYLIC/CAPRIC TRIGLYCERIDE, LAMINARIA OCHROLEUCA EXTRACT",bioderma,Nodé K Shampoing,"8,67",100,ml
"WATER, SODIUM LAURYL SULFATE, SODIUM LAURETH SULFATE, COCAMIDOPROPYL BETAINE, GLYCOL DISTEARATE, DIMETHICONE, SODIUM CITRATE, COCAMIDE MEA, SODIUM XYLENESULFONATE, SODIUM BENZOATE, PARFUM, SODIUM CHLORIDE, TOCOPHERYL ACETATE, SALICYLIC ACID, CITRIC ACID, GLYCERIN, TETRASODIUM EDTA, TRISODIUM ETHYLENEDIAMINE DISUCCINATE, METHYLPARABEN, POLYQUATERNIUM-6, GLYOXYLIC ACID, LINALOOL, HEXYL CINNAMAL, GERANIOL, LIMONENE, MAGNESIUM NITRATE, DIAMOND POWDER, METHYLCHLOROISOTHIAZOLINONE, MAGNESIUM CHLORIDE, METHYLISOTHIAZOLINONECette liste d'ingrédients peut faire l'objet de modifications, veuillez consulter l'emballage du produit acheté",wella professionals,Color Brilliance,"6,20",100,ml
"Water\Aqua\Eau, Sodium Methyl Cocoyl Taurate, Cocamidopropyl Hydroxysultaine, Decyl Glucoside, Sodium Cocoyl Isethionate, Propanediol, Cocamide Mipa, Sodium Methyl Oleoyl Taurate, Babassuamidopropyl Betaine, Curcuma Longa  Root Extract, Panax Ginseng  Root Extract, Emblica Officinalis Fruit Extract, Caffeine, Glycerin, Glycol Stearate, Arginine, Salicylic Acid, Caprylyl Glycol, Guar Hydroxypropyltrimonium Chloride, Sodium Chloride, Citric Acid, Sodium Hydroxide, Acrylates Copolymer, Fragrance , Geraniol, Eugenol, Citral, Citronellol, Limonene, Linalool, Sodium Phytate, Sodium Benzoate, Potassium Sorbate, Phenoxyethanol Cette liste d'ingrédients peut faire l'objet de modifications, veuillez consulter l'emballage du produit acheté",aveda,Invati advanced™,"18,50",100,ml
"AQUA , SODIUM LAURETH SULFATE, COCAMIDOPROPYL BETAINE, PROPANEDIOL, DIPROPYLENE GLYCOL, PARFUM , PPG-26-BUTETH-26, CETEARETH-60 MYRISTYL GLYCOL, PEG-7 GLYCERYL COCOATE, PEG-40 HYDROGENATED CASTOR OIL, PHENOXYETHANOL, SODIUM LAUROYL OAT AMINO ACIDS, BHT, CHLORPHENESIN, ETHYLHEXYL METHOXYCINNAMATE, LIMONENE, CITRONELLOL, HYDROXYCITRONELLAL, GLYCERIN, DISODIUM EDTA, HEXYL CINNAMAL, CITRIC ACID, ETHYLHEXYL SALICYLATE, BUTYL METHOXYDIBENZOYLMETHANE, SODIUM HYDROXIDE, ETHYLHEXYLGLYCERIN, CI 19140 , CI 15985 ",hermès,Terre d'Hermès,"23,00",100,ml
